24,NG002,ADAMAWA,NG002021,YOLA SOUTH,NG002021005,NGURORE,AD_S029,SABON PEGI NGURORE,12.25115,9.28839,Click to open on google map,Informal,Spontaneous,Camp,"135,307 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Public/Government,Emergency shelter,162,720,34,40,73,86,104,114,97,145,12,15,Yes,Insurgency ,None,Place of origin,To join family members,NULL,None,>75%,None,<25%,<25%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,None,Yes,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),Yes,Malaria,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<75%,Daily labourer,60,Yes,Yes,Yes,"Friends, neighbors and family",Distribution,No
24,NG002,ADAMAWA,NG002021,YOLA SOUTH,NG002021004,NAMTARI,AD_S030,KILBAJE EXTENSION,12.38243,9.25212,Click to open on google map,Informal,Spontaneous,Camp,"18,171 sq.m",Religious entity,N/A,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Private Building,Individual house,58,428,14,8,33,37,83,85,81,84,1,2,No,Insurgency ,None,"None, stay here",NULL,No access to initial place of displacement,None,<25%,None,>75%,None,<50%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Good (Hygienic),59,Burning,No,None,Yes,No,"Yes, on site",Yes,Irregular,Cash (personal money),No,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,>75%,Daily labourer,49,Yes,Yes,Yes,"Friends, neighbors and family",Distribution,No
24,NG002,ADAMAWA,NG002002,FUFORE,NG002002003,FUFORE,AD_S031,WURO AHI,12.66209,9.217,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"31,533 sq.m",None,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Public/Government,Government building,32,172,2,3,29,34,18,21,31,32,0,2,Yes,Insurgency ,None,Place of origin,To join family members,NULL,None,None,None,>75%,<25%,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,Burning,No,None,Yes,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Farming,15,Yes,Yes,Yes,Local leader/Community leader,Situation in areas of origin,Yes
24,NG002,ADAMAWA,NG002004,GIREI,NG002004003,GIREI I,AD_S032,SEGERE DUTSE,12.51707,9.34264,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"17,528 sq.m",None,NULL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Public/Government,Self-made/makeshift shelter,71,388,14,15,38,33,63,99,43,49,20,14,No,Insurgency ,None,Place of origin,Improved security ,NULL,None,<50%,<75%,<25%,<50%,<25%,None,<50%,Mosquito nets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),2,Garbage pit,No,None,Yes,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<25%,Farming,0,Yes,Yes,Yes,Religious leader,Other relief assistance,No
24,NG002,ADAMAWA,NG002002,FUFORE,NG002002007,PARIYA,AD_S033,ANGUWAN MUMUYAWA,12.5971,9.4212,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"9,420 sq.m",None,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Private Building,Emergency shelter,61,379,3,3,52,54,70,77,52,54,6,8,Yes,Insurgency ,None,Place of origin,To join family members,NULL,None,<75%,<25%,None,<25%,<25%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,None,Yes,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<50%,Farming,59,Yes,Yes,Yes,Local leader/Community leader,Situation in areas of origin,Yes
24,NG002,ADAMAWA,NG002004,GIREI,NG002004003,GIREI I,AD_S034,NANA VILLA,12.51312,9.35204,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"7,874 sq.m",None,NULL,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Public/Government,Host family house,76,305,3,6,22,24,72,59,54,61,3,1,No,Insurgency ,None,Place of origin,NULL,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),29,No waste disposal system,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Distribution,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Petty trade,40,Yes,Yes,Yes,"Friends, neighbors and family",Other relief assistance,No
24,NG002,ADAMAWA,NG002004,GIREI,NG002004002,DAMARE,AD_S035,WADAI,12.4846,9.30613,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"11,173 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Private Building,Host family house,59,375,17,13,34,30,88,58,63,67,2,3,No,Insurgency ,None,Place of origin,NULL,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Protected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,12,Yes,Yes,Yes,"Friends, neighbors and family",How to get information,No
24,NG002,ADAMAWA,NG002004,GIREI,NG002004003,GIREI I,AD_S036,UNGWAN ABUJA,12.51223,9.35209,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"25,675 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Public/Government,Self-made/makeshift shelter,50,174,2,3,9,8,35,22,33,61,0,1,No,Insurgency ,None,Place of origin,Improved security ,NULL,None,<25%,<75%,None,<50%,<25%,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),28,Garbage pit,No,None,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malnutrition,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<50%,Farming,0,Yes,Yes,Yes,Religious leader,Other relief assistance,No
24,NG002,ADAMAWA,NG002004,GIREI,NG002004004,GIREI  II,AD_S037,CHEKAMIDERI,12.55781,9.37348,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"24,799 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Public/Government,Host family house,103,422,12,21,30,34,91,80,43,75,17,19,No,Insurgency ,None,"None, stay here",NULL,House damaged/destroyed,None,None,<25%,<75%,<25%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Protected well,5 - 10 ltr,No,Yes,Not so good (Not hygienic),10,No waste disposal system,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Farming,20,Yes,Yes,Yes,"Friends, neighbors and family",Other relief assistance,No
24,NG002,ADAMAWA,NG002004,GIREI,NG002004004,GIREI  II,AD_S038,LOWCOST QUARTERS,12.55256,9.36791,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"34,321 sq.m",None,NULL,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Public/Government,Host family house,44,151,2,3,15,20,25,28,18,39,0,1,No,Insurgency ,None,Place of origin,NULL,House damaged/destroyed,None,None,None,<75%,<25%,<50%,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<25%,Daily labourer,7,Yes,Yes,No,"Friends, neighbors and family",Safety and Security,No
24,NG002,ADAMAWA,NG002004,GIREI,NG002004002,DAMARE,AD_S040,ANGWAN KARA,12.44136,9.31974,Click to open on google map,Informal,Spontaneous,Collective Settlement/Centre,"51,034 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Public/Government,Emergency shelter,153,881,14,10,86,53,301,158,133,115,8,3,No,Insurgency ,None,Place of origin,Improved security ,NULL,None,>75%,None,None,None,<50%,None,<25%,Kitchen sets,On-site (<10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),18,No waste disposal system,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Skin disease,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,27,Yes,No,No,"Friends, neighbors and family",Other relief assistance,No
24,NG002,ADAMAWA,NG002018,SONG,NG002018008,SONG GARI,AD_S042,GADAMAYO BANGO,12.61235,9.82975,Click to open on google map,Informal,Spontaneous,Camp,"11,892 sq.m",None,NULL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Private Building,Self-made/makeshift shelter,20,122,7,10,18,12,15,14,18,23,2,3,Yes,Insurgency ,Storm,Place of origin,Access to better services ,NULL,None,None,>75%,<25%,None,None,None,None,Mattress,On-site (<10 mn),Protected well,>15 ltr,Yes,No,Not so good (Not hygienic),1,No waste disposal system,Yes,None,No,No,No,Yes,Never,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<25%,Farming,4,Yes,Yes,Yes,Local leader/Community leader,Other relief assistance,No
24,NG002,ADAMAWA,NG002018,SONG,NG002018008,SONG GARI,AD_S043,SABON PEGGI,12.62411,9.80365,Click to open on google map,Informal,Spontaneous,Camp,"49,304 sq.m",None,NULL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Public/Government,Self-made/makeshift shelter,30,168,10,12,15,17,20,27,25,30,6,6,Yes,Insurgency ,Flood,Place of origin,Access to better services ,NULL,None,<25%,<75%,None,None,None,None,None,Mattress,On-site (<10 mn),Protected well,>15 ltr,Yes,No,Not so good (Not hygienic),1,No waste disposal system,Yes,None,No,No,No,Yes,Never,Cultivated,No,Malaria,No,No,On-site (>3 km),None,Yes,On-site,<25%,Fishing,2,Yes,Yes,Yes,Local leader/Community leader,Other relief assistance,No
24,NG002,ADAMAWA,NG002021,YOLA SOUTH,NG002021005,NGURORE,AD_S044,WURO-YANKA,12.22178,9.28678,Click to open on google map,Informal,Spontaneous,Camp,"21,515 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Private Building,Emergency shelter,39,153,8,11,15,19,10,15,30,36,4,5,Yes,Insurgency ,None,Place of origin,To join family members,NULL,None,>75%,<25%,<25%,None,<25%,None,None,Kitchen sets,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),2,Burning,No,None,Yes,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<50%,Daily labourer,35,Yes,Yes,Yes,"Friends, neighbors and family",Distribution,No
24,NG002,ADAMAWA,NG002021,YOLA SOUTH,NG002021003,BOLE YOLDE PATE,AD_S045,GUJIBABU SABON GARI,12.40353,9.15587,Click to open on google map,Informal,Spontaneous,Camp,"52,123 sq.m",None,NULL,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Ancestral,Emergency shelter,34,264,9,12,32,36,37,54,36,39,3,6,No,Insurgency ,None,Place of origin,Access to better services ,NULL,None,>75%,<25%,<25%,<25%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),8,Burning,No,None,No,Yes,"Yes, on site",Yes,Irregular,Cash (personal money),No,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<25%,Daily labourer,32,Yes,Yes,Yes,"Friends, neighbors and family",Distribution,No
24,NG002,ADAMAWA,NG002012,MAYO - BELWA,NG002012007,MAYO FARANG,AD_S046,MAYO FARRANG,12.06087,8.95697,Click to open on google map,Informal,Spontaneous,Camp,"23,542 sq.m",None,NULL,No,No,No,No,Yes,No,No,No,No,Public/Government,School,33,296,11,9,19,27,40,42,51,67,13,17,No,Communal Clashes,None,"None, stay here",NULL,No access to initial place of displacement,None,None,None,>75%,None,<25%,<25%,None,Mosquito nets,Off-site (>10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,None,No,No,No,Yes,Never,Cash (personal money),No,Malaria,No,No,None,None,No,None,None,Pastoralism,0,Yes,No,No,"Friends, neighbors and family",Other relief assistance,No
24,NG002,ADAMAWA,NG002012,MAYO - BELWA,NG002012006,MAYO-BELWA,AD_S047,MAYO SANGANARE,12.07284,9.08514,Click to open on google map,Informal,Spontaneous,Camp,"53,347 sq.m",None,NULL,No,No,No,No,Yes,No,No,No,No,Public/Government,School,35,201,5,7,18,20,28,33,34,39,7,10,No,Communal Clashes,None,Place of origin,NULL,No access to initial place of displacement,None,None,None,>75%,None,<25%,None,None,Mosquito nets,Off-site (>10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,None,No,No,No,Yes,Never,None,No,Malaria,No,No,None,None,No,None,None,Pastoralism,0,Yes,No,No,"Friends, neighbors and family",Other relief assistance,No
24,NG002,ADAMAWA,NG002012,MAYO - BELWA,NG002012006,MAYO-BELWA,AD_S048,ISLAMIYA PRI. SCH.,12.05922,9.05765,Click to open on google map,Informal,Spontaneous,Camp,"19,039 sq.m",Local NGO,RED CROSS,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Public/Government,School,207,1773,45,87,102,238,282,245,266,224,91,193,No,Communal Clashes,None,"None, stay here",NULL,No access to initial place of displacement,None,None,None,>75%,<75%,<25%,None,None,Mattress,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,None,No,No,"Yes, on site",Yes,Irregular,Distribution,No,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,None,None,0,No,No,No,Local leader/Community leader,Distribution,No
24,NG005,BAUCHI,NG005020,ZAKI,NG005020002,KATAGUM,BA_S002,OLD HOSPITAL CAMP,10.34465,12.28825,Click to open on google map,Informal,Spontaneous,Camp,"47,472 sq.m",None,NULL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Public/Government,Government building,32,200,5,7,24,26,30,28,30,41,5,4,Yes,Insurgency ,None,Place of origin,Improved security ,NULL,None,None,None,>75%,<50%,<75%,<50%,<75%,Mattress,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),20,Garbage pit,Yes,None,No,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,28,Yes,Yes,Yes,"Friends, neighbors and family",Distribution,No
24,NG005,BAUCHI,NG005020,ZAKI,NG005020002,KATAGUM,BA_S003,ANGUWAN SOJIJI CAMP,10.35695,12.28725,Click to open on google map,Informal,Spontaneous,Camp,"4,425 sq.m",None,NULL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Public/Government,Government building,10,42,2,2,3,5,5,6,6,8,2,3,No,Insurgency ,None,Place of origin,Improved security ,NULL,None,None,None,>75%,<50%,<75%,<50%,<75%,Mattress,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Good (Hygienic),8,Burning,No,None,No,No,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<75%,Daily labourer,8,Yes,No,Yes,"Friends, neighbors and family",Distribution,No
24,NG005,BAUCHI,NG005002,BAUCHI,NG005002007,BIRSHI/MIRI,BA_S004,SABON KAURA CAMP,9.78542,10.28792,Click to open on google map,Informal,Spontaneous,Camp,"7,299 sq.m",None,NULL,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Private Building,Host family house,7,42,1,1,2,3,5,10,8,12,0,0,No,Insurgency ,None,"None, stay here",NULL,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<75%,Mattress,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,None,No,No,"Yes, on site",Yes,Irregular,Cash (personal money),No,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Farming,6,Yes,Yes,Yes,Local leader/Community leader,Access to services,No
24,NG005,BAUCHI,NG005015,NINGI,NG005015008,BURRA / KYATA,BA_S005,BURRA,8.90065,11.02036,Click to open on google map,Informal,Spontaneous,Camp,"45,636 sq.m",None,NULL,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Private Building,Host family house,11,77,2,1,9,14,11,14,11,15,0,0,No,Insurgency ,None,"None, stay here",NULL,No access to initial place of displacement,None,None,None,>75%,<25%,<50%,None,<25%,Mosquito nets,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),5,Garbage pit,No,None,No,No,"Yes, off site",Yes,Irregular,Cash (personal money),No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Daily labourer,8,Yes,Yes,Yes,Local leader/Community leader,Distribution,No
24,NG005,BAUCHI,NG005002,BAUCHI,NG005002009,KANGYARE/TURWUN,BA_S006,RINDIBIN CAMP,9.93905,10.31845,Click to open on google map,Informal,Spontaneous,Camp,"34,035 sq.m",None,NULL,Yes,No,No,No,Yes,No,No,No,Yes,Public/Government,Self-made/makeshift shelter,260,2218,18,13,242,184,141,116,751,710,27,16,No,Insurgency ,None,"None, stay here",NULL,House damaged/destroyed,<25%,<25%,<75%,None,None,None,None,None,Mattress,Off-site (>10 mn),Ponds/canals,10 - 15 ltr,No,Yes,Non usable,0,No waste disposal system,Yes,None,No,Yes,No,No,Never,None,No,Malaria,No,No,None,None,No,None,None,Farming,0,Yes,No,Yes,"Friends, neighbors and family",Shelter,No
24,NG008,BORNO,NG008013,JERE,NG008013009,OLD MAIDUGURI,BO_S003,MADINATU CAMP,13.1805,11.87722,Click to open on google map,Informal,Spontaneous,Camp,"45,904 sq.m",INGO,IOM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Private Building,Emergency shelter,1046,5327,109,104,460,499,776,875,1055,1342,56,51,Yes,Insurgency ,None,Place of origin,Access to land ,NULL,None,<75%,<50%,None,None,<50%,None,<50%,Kitchen sets,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),35,Burning,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash (personal money),Yes,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Daily labourer,519,Yes,Yes,No,"Friends, neighbors and family",Distribution,No
